electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.09115,0.07477,0.035,0.09532
0.082,0.0649,0.035,0.09546
0.08985,0.03569,0.035,0.0917
0.073,0.03502,0.03502,0.09712
0.082,0.03501,0.04899,0.10959
0.0982,0.03501,0.077,0.13
0.07477,0.035,0.105,0.11545
0.0649,0.035,0.11741,0.10176
0.03569,0.035,0.11681,0.09098
0.03502,0.03502,0.10545,0.08599
0.03501,0.04899,0.10743,0.07941
0.03501,0.077,0.09996,0.07724
0.035,0.105,0.09532,0.07365
0.035,0.11741,0.09546,0.06
0.035,0.11681,0.0917,0.061
0.03502,0.10545,0.09712,0.08201
0.04899,0.10743,0.10959,0.09122
0.077,0.09996,0.13,0.10455
0.105,0.09532,0.11545,0.11605
0.11741,0.09546,0.10176,0.13718
0.11681,0.0917,0.09098,0.11898
0.10545,0.09712,0.08599,0.11
0.10743,0.10959,0.07941,0.10207
0.09996,0.13,0.07724,0.099
0.09532,0.11545,0.07365,0.10177
0.09546,0.10176,0.06,0.10437
0.0917,0.09098,0.061,0.10177
0.09712,0.08599,0.08201,0.09917
0.10959,0.07941,0.09122,0.11272
0.13,0.07724,0.10455,0.12074
0.11545,0.07365,0.11605,0.11544
0.10176,0.06,0.13718,0.10207
0.09098,0.061,0.11898,0.10047
0.08599,0.08201,0.11,0.077
0.07941,0.09122,0.10207,0.06501
0.07724,0.10455,0.099,0.06475
0.07365,0.11605,0.10177,0.0511
0.06,0.13718,0.10437,0.04566
0.061,0.11898,0.10177,0.04689
0.08201,0.11,0.09917,0.048
0.09122,0.10207,0.11272,0.06529
0.10455,0.099,0.12074,0.07539
0.11605,0.10177,0.11544,0.09975
0.13718,0.10437,0.10207,0.11605
0.11898,0.10177,0.10047,0.11835
0.11,0.09917,0.077,0.11472
0.10207,0.11272,0.06501,0.099
0.099,0.12074,0.06475,0.1
0.10177,0.11544,0.0511,0.0986
0.10437,0.10207,0.04566,0.09404
0.10177,0.10047,0.04689,0.0934
0.09917,0.077,0.048,0.09581
0.11272,0.06501,0.06529,0.0999
0.12074,0.06475,0.07539,0.10016
0.11544,0.0511,0.09975,0.1035
0.10207,0.04566,0.11605,0.0986
0.10047,0.04689,0.11835,0.092
0.077,0.048,0.11472,0.0761
0.06501,0.06529,0.099,0.05999
0.06475,0.07539,0.1,0.04855
0.0511,0.09975,0.0986,0.0475
0.04566,0.11605,0.09404,0.04708
0.04689,0.11835,0.0934,0.04687
0.048,0.11472,0.09581,0.04708
0.06529,0.099,0.0999,0.04864
0.07539,0.1,0.10016,0.0885
0.09975,0.0986,0.1035,0.09404
0.11605,0.09404,0.0986,0.10542
0.11835,0.0934,0.092,0.1133
0.11472,0.09581,0.0761,0.10518
0.099,0.0999,0.05999,0.09
0.1,0.10016,0.04855,0.0716
0.0986,0.1035,0.0475,0.0475
0.09404,0.0986,0.04708,0.0475
0.0934,0.092,0.04687,0.04729
0.09581,0.0761,0.04708,0.04701
0.0999,0.05999,0.04864,0.04729
0.10016,0.04855,0.0885,0.0502
0.1035,0.0475,0.09404,0.04729
0.0986,0.04708,0.10542,0.04662
0.092,0.04687,0.1133,0.04506
0.0761,0.04708,0.10518,0.03502
0.05999,0.04864,0.09,0.03501
0.04855,0.0885,0.0716,0.035
0.0475,0.09404,0.0475,0.01
0.04708,0.10542,0.0475,0.0015
0.04687,0.1133,0.04729,0.01276
0.04708,0.10518,0.04701,0.03186
0.04864,0.09,0.04729,0.03502
0.0885,0.0716,0.0502,0.0466
0.09404,0.0475,0.04729,0.07337
0.10542,0.0475,0.04662,0.10236
0.1133,0.04729,0.04506,0.10608
0.10518,0.04701,0.03502,0.10094
0.09,0.04729,0.03501,0.1029
0.0716,0.0502,0.035,0.1017
0.0475,0.04729,0.01,0.1017
0.0475,0.04662,0.0015,0.1017
0.04729,0.04506,0.01276,0.10092
0.04701,0.03502,0.03186,0.10092
0.04729,0.03501,0.03502,0.09975
0.0502,0.035,0.0466,0.07337
0.04729,0.01,0.07337,0.0475
0.04662,0.0015,0.10236,0.04401
0.04506,0.01276,0.10608,0.03501
0.03502,0.03186,0.10094,0.02299
0.03501,0.03502,0.1029,0.01
0.035,0.0466,0.1017,0.00449
0.01,0.07337,0.1017,2e-05
0.0015,0.10236,0.1017,0.04
0.01276,0.10608,0.10092,0.00499
0.03186,0.10094,0.10092,0.0036
0.03502,0.1029,0.09975,0.02743
0.0466,0.1017,0.07337,0.04662
0.07337,0.1017,0.0475,0.0591
0.10236,0.1017,0.04401,0.10164
0.10608,0.10092,0.03501,0.10322
0.10094,0.10092,0.02299,0.10092
0.1029,0.09975,0.01,0.07337
0.1017,0.07337,0.00449,0.0673
0.1017,0.0475,2e-05,0.06
0.1017,0.04401,0.04,0.06654
0.10092,0.03501,0.00499,0.0502
0.10092,0.02299,0.0036,0.0519
0.09975,0.01,0.02743,0.05926
0.07337,0.00449,0.04662,0.08757
0.0475,2e-05,0.0591,0.07118
0.04401,0.04,0.10164,0.05003
0.03501,0.00499,0.10322,0.045
0.02299,0.0036,0.10092,0.0495
0.01,0.02743,0.07337,0.0495
0.00449,0.04662,0.0673,0.0495
2e-05,0.0591,0.06,0.0495
0.04,0.10164,0.06654,0.04887
0.00499,0.10322,0.0502,0.04887
0.0036,0.10092,0.0519,0.04887
0.02743,0.07337,0.05926,0.04887
0.04662,0.0673,0.08757,0.04928
0.0591,0.06,0.07118,0.07118
0.10164,0.06654,0.05003,0.08079
0.10322,0.0502,0.045,0.09926
0.10092,0.0519,0.0495,0.08746
0.07337,0.05926,0.0495,0.06553
0.0673,0.08757,0.0495,0.0499
0.06,0.07118,0.0495,0.04929
0.06654,0.05003,0.04887,0.04908
0.0502,0.045,0.04887,0.04908
0.0519,0.0495,0.04887,0.04908
0.05926,0.0495,0.04887,0.055
0.08757,0.0495,0.04928,0.08182
0.07118,0.0495,0.07118,0.06166
0.05003,0.04887,0.08079,0.045
0.045,0.04887,0.09926,0.035
0.0495,0.04887,0.08746,0.04887
0.0495,0.04887,0.06553,0.04887
0.0495,0.04928,0.0499,0.04887
0.0495,0.07118,0.04929,0.0416
0.04887,0.08079,0.04908,0.0495
0.04887,0.09926,0.04908,0.04929
0.04887,0.08746,0.04908,0.0495
0.04887,0.06553,0.055,0.035
0.04928,0.0499,0.08182,0.0466
0.07118,0.04929,0.06166,0.07464
0.08079,0.04908,0.045,0.11041
0.09926,0.04908,0.035,0.10945
0.08746,0.04908,0.04887,0.08999
0.06553,0.055,0.04887,0.09422
0.0499,0.08182,0.04887,0.08379
0.04929,0.06166,0.0416,0.08
0.04908,0.045,0.0495,0.072
0.04908,0.035,0.04929,0.0708
0.04908,0.04887,0.0495,0.06565
0.055,0.04887,0.035,0.085
0.08182,0.04887,0.0466,0.09977
0.06166,0.0416,0.07464,0.09575
0.045,0.0495,0.11041,0.076
0.035,0.04929,0.10945,0.05408
0.04887,0.0495,0.08999,0.05408
0.04887,0.035,0.09422,0.05387
0.04887,0.0466,0.08379,0.0466
0.0416,0.07464,0.08,0.0416
0.0495,0.11041,0.072,0.05387
0.04929,0.10945,0.0708,0.05387
0.0495,0.08999,0.06565,0.05408
0.035,0.09422,0.085,0.03427
0.0466,0.08379,0.09977,0.05127
0.07464,0.08,0.09575,0.0899
0.11041,0.072,0.076,0.10751
0.10945,0.0708,0.05408,0.10649
0.08999,0.06565,0.05408,0.09566
0.09422,0.085,0.05387,0.09494
0.08379,0.09977,0.0466,0.08
0.08,0.09575,0.0416,0.0725
0.072,0.076,0.05387,0.08354
0.0708,0.05408,0.05387,0.08
0.06565,0.05408,0.05408,0.08627
0.085,0.05387,0.03427,0.09604
0.09977,0.0466,0.05127,0.09988
0.09575,0.0416,0.0899,0.08382
0.076,0.05387,0.10751,0.04
0.05408,0.05387,0.10649,0.0385
0.05408,0.05408,0.09566,0.03787
0.05387,0.03427,0.09494,0.03787
0.0466,0.05127,0.08,0.03787
0.0416,0.0899,0.0725,0.03787
0.05387,0.10751,0.08354,0.0827
0.05387,0.10649,0.08,0.08382
0.05408,0.09566,0.08627,0.09677
0.03427,0.09494,0.09604,0.03829
0.05127,0.08,0.09988,0.06136
0.0899,0.0725,0.08382,0.0869
0.10751,0.08354,0.04,0.09964
0.10649,0.08,0.0385,0.0985
0.09566,0.08627,0.03787,0.09
0.09494,0.09604,0.03787,0.08166
0.08,0.09988,0.03787,0.08166
0.0725,0.08382,0.03787,0.08142
0.08354,0.04,0.0827,0.08775
0.08,0.0385,0.08382,0.0882
0.08627,0.03787,0.09677,0.09001
0.09604,0.03787,0.03829,0.09533
0.09988,0.03787,0.06136,0.10425
0.08382,0.03787,0.0869,0.09143
0.04,0.0827,0.09964,0.0595
0.0385,0.08382,0.0985,0.03501
0.03787,0.09677,0.09,0.029
0.03787,0.03829,0.08166,0.01229
0.03787,0.06136,0.08166,0.01187
0.03787,0.0869,0.08142,0.01093
0.0827,0.09964,0.08775,0.00721
0.08382,0.0985,0.0882,0.00332
0.09677,0.09,0.09001,0.01742
0.03829,0.08166,0.09533,0.038
0.06136,0.08166,0.10425,0.06331
0.0869,0.08142,0.09143,0.0827
0.09964,0.08775,0.0595,0.095
0.0985,0.0882,0.03501,0.10633
0.09,0.09001,0.029,0.0904
0.08166,0.09533,0.01229,0.101
0.08166,0.10425,0.01187,0.09696
0.08142,0.09143,0.01093,0.07974
0.08775,0.0595,0.00721,0.07191
0.0882,0.03501,0.00332,0.07725
0.09001,0.029,0.01742,0.07066
0.09533,0.01229,0.038,0.07066
0.10425,0.01187,0.06331,0.0655
0.09143,0.01093,0.0827,0.03087
0.0595,0.00721,0.095,0.0
0.03501,0.00332,0.10633,0.0
0.029,0.01742,0.0904,-1e-05
0.01229,0.038,0.101,-0.00051
0.01187,0.06331,0.09696,-0.00076
0.01093,0.0827,0.07974,-0.00095
0.00721,0.095,0.07191,-0.001
0.00332,0.10633,0.07725,-0.00101
0.01742,0.0904,0.07066,-0.001
0.038,0.101,0.07066,-0.00082
0.06331,0.09696,0.0655,0.0
0.0827,0.07974,0.03087,0.00923
0.095,0.07191,0.0,0.0411
0.10633,0.07725,0.0,0.0597
0.0904,0.07066,-1e-05,0.04689
0.101,0.07066,-0.00051,0.05655
0.09696,0.0655,-0.00076,0.04895
0.07974,0.03087,-0.00095,0.04416
0.07191,0.0,-0.001,0.0449
0.07725,0.0,-0.00101,0.04416
0.07066,-1e-05,-0.001,0.05655
0.07066,-0.00051,-0.00082,0.05655
0.0655,-0.00076,0.0,0.05668
0.03087,-0.00095,0.00923,0.02487
0.0,-0.001,0.0411,-1e-05
0.0,-0.00101,0.0597,-0.00051
-1e-05,-0.001,0.04689,-0.00078
-0.00051,-0.00082,0.05655,-0.00066
-0.00076,0.0,0.04895,-1e-05
-0.00095,0.00923,0.04416,-0.00078
-0.001,0.0411,0.0449,-0.001
-0.00101,0.0597,0.04416,-0.00101
-0.001,0.04689,0.05655,0.0
-0.00082,0.05655,0.05655,0.00332
0.0,0.04895,0.05668,0.03594
0.00923,0.04416,0.02487,0.05957
0.0411,0.0449,-1e-05,0.10073
0.0597,0.04416,-0.00051,0.10458
0.04689,0.05655,-0.00078,0.10025
0.05655,0.05655,-0.00066,0.0987
0.04895,0.05668,-1e-05,0.08666
0.04416,0.02487,-0.00078,0.08594
0.0449,-1e-05,-0.001,0.0857
0.04416,-0.00051,-0.00101,0.08343
0.05655,-0.00078,0.0,0.08594
0.05655,-0.00066,0.00332,0.08972
0.05668,-1e-05,0.03594,0.10321
0.02487,-0.00078,0.05957,0.10061
-1e-05,-0.001,0.10073,0.07822
-0.00051,-0.00101,0.10458,0.05894
-0.00078,0.0,0.10025,0.05894
-0.00066,0.00332,0.0987,0.035
-1e-05,0.03594,0.08666,0.03265
-0.00078,0.05957,0.08594,0.03198
-0.001,0.10073,0.0857,0.035
-0.00101,0.10458,0.08343,0.035
0.0,0.10025,0.08594,0.04199
0.00332,0.0987,0.08972,0.04488
0.03594,0.08666,0.10321,0.081
0.05957,0.08594,0.10061,0.10321
0.10073,0.0857,0.07822,0.11515
0.10458,0.08343,0.05894,0.109
0.10025,0.08594,0.05894,0.09801
0.0987,0.08972,0.035,0.09592
0.08666,0.10321,0.03265,0.07225
0.08594,0.10061,0.03198,0.077
0.0857,0.07822,0.035,0.07322
0.08343,0.05894,0.035,0.06671
0.08594,0.05894,0.04199,0.0655
0.08972,0.035,0.04488,0.08
0.10321,0.03265,0.081,0.10151
0.10061,0.03198,0.10321,0.08833
0.07822,0.035,0.11515,0.0708
0.05894,0.035,0.109,0.06358
0.05894,0.04199,0.09801,0.062
0.035,0.04488,0.09592,0.05775
0.03265,0.081,0.07225,0.02298
0.03198,0.10321,0.077,0.0083
0.035,0.11515,0.07322,0.01559
0.035,0.109,0.06671,0.02939
0.04199,0.09801,0.0655,0.0488
0.04488,0.09592,0.08,0.0607
0.081,0.07225,0.10151,0.08477
0.10321,0.077,0.08833,0.10618
0.11515,0.07322,0.0708,0.12009
0.109,0.06671,0.06358,0.14194
0.09801,0.0655,0.062,0.11638
0.09592,0.08,0.05775,0.10794
0.07225,0.10151,0.02298,0.10681
0.077,0.08833,0.0083,0.10422
0.07322,0.0708,0.01559,0.10261
0.06671,0.06358,0.02939,0.10192
0.0655,0.062,0.0488,0.10422
0.08,0.05775,0.0607,0.1015
0.10151,0.02298,0.08477,0.10843
0.08833,0.0083,0.10618,0.10192
0.0708,0.01559,0.12009,0.09499
0.06358,0.02939,0.14194,0.065
0.062,0.0488,0.11638,0.06038
0.05775,0.0607,0.10794,0.05721
0.02298,0.08477,0.10681,0.0511
0.0083,0.10618,0.10422,0.05077
0.01559,0.12009,0.10261,0.04506
0.02939,0.14194,0.10192,0.04506
0.0488,0.11638,0.10422,0.0525
0.0607,0.10794,0.1015,0.075
0.08477,0.10681,0.10843,0.09958
0.10618,0.10422,0.10192,0.105
0.12009,0.10261,0.09499,0.12018
0.14194,0.10192,0.065,0.13198
0.11638,0.10422,0.06038,0.11187
0.10794,0.1015,0.05721,0.105
0.10681,0.10843,0.0511,0.10178
0.10422,0.10192,0.05077,0.10174
0.10261,0.09499,0.04506,0.1
0.10192,0.065,0.04506,0.0995
0.10422,0.06038,0.0525,0.09992
0.1015,0.05721,0.075,0.1
0.10843,0.0511,0.09958,0.10734
0.10192,0.05077,0.105,0.10096
0.09499,0.04506,0.12018,0.09069
0.065,0.04506,0.13198,0.081
0.06038,0.0525,0.11187,0.06849
0.05721,0.075,0.105,0.06
0.0511,0.09958,0.10178,0.05419
0.05077,0.105,0.10174,0.052
0.04506,0.12018,0.1,0.05711
0.04506,0.13198,0.0995,0.05599
0.0525,0.11187,0.09992,0.05761
0.075,0.105,0.1,0.06149
0.09958,0.10178,0.10734,0.08419
0.105,0.10174,0.10096,0.10178
0.12018,0.1,0.09069,0.10955
0.13198,0.0995,0.081,0.11139
0.11187,0.09992,0.06849,0.09715
0.105,0.1,0.06,0.085
0.10178,0.10734,0.05419,0.07132
0.10174,0.10096,0.052,0.07444
0.1,0.09069,0.05711,0.0627
0.0995,0.081,0.05599,0.0565
0.09992,0.06849,0.05761,0.0603
0.1,0.06,0.06149,0.07
0.10734,0.05419,0.08419,0.0756
0.10096,0.052,0.10178,0.07372
0.09069,0.05711,0.10955,0.049
0.081,0.05599,0.11139,0.04175
0.06849,0.05761,0.09715,0.04136
0.06,0.06149,0.085,0.04149
0.05419,0.08419,0.07132,0.04149
0.052,0.10178,0.07444,0.0411
0.05711,0.10955,0.0627,0.03838
0.05599,0.11139,0.0565,0.02965
0.05761,0.09715,0.0603,0.03836
0.06149,0.085,0.07,0.04149
0.08419,0.07132,0.0756,0.0522
0.10178,0.07444,0.07372,0.07558
0.10955,0.0627,0.049,0.08993
0.11139,0.0565,0.04175,0.087
0.09715,0.0603,0.04136,0.07997
0.085,0.07,0.04149,0.09022
0.07132,0.0756,0.04149,0.08611
0.07444,0.07372,0.0411,0.0759
0.0627,0.049,0.03838,0.07559
0.0565,0.04175,0.02965,0.079
0.0603,0.04136,0.03836,0.08361
0.07,0.04149,0.04149,0.08622
0.0756,0.04149,0.0522,0.08646
0.07372,0.0411,0.07558,0.05001
0.049,0.03838,0.08993,0.04399
0.04175,0.02965,0.087,0.01
0.04136,0.03836,0.07997,0.00332
0.04149,0.04149,0.09022,0.0019
0.04149,0.0522,0.08611,0.00189
0.0411,0.07558,0.0759,0.0
0.03838,0.08993,0.07559,0.0
0.02965,0.087,0.079,0.0
0.03836,0.07997,0.08361,0.0009
0.04149,0.09022,0.08622,0.03051
0.0522,0.08611,0.08646,0.04938
0.07558,0.0759,0.05001,0.07545
0.08993,0.07559,0.04399,0.09781
0.087,0.079,0.01,0.10748
0.07997,0.08361,0.00332,0.10016
0.09022,0.08622,0.0019,0.10751
0.08611,0.08646,0.00189,0.09922
0.0759,0.05001,0.0,0.09794
0.07559,0.04399,0.0,0.09671
0.079,0.01,0.0,0.09671
0.08361,0.00332,0.0009,0.09541
0.08622,0.0019,0.03051,0.0968
0.08646,0.00189,0.04938,0.08632
0.05001,0.0,0.07545,0.046
0.04399,0.0,0.09781,0.00044
0.01,0.0,0.10748,-1e-05
0.00332,0.0009,0.10016,0.00095
0.0019,0.03051,0.10751,0.00095
0.00189,0.04938,0.09922,0.00095
0.0,0.07545,0.09794,0.0
0.0,0.09781,0.09671,-0.00095
0.0,0.10748,0.09671,-0.00095
0.0009,0.10016,0.09541,0.0
0.03051,0.10751,0.0968,0.00979
0.04938,0.09922,0.08632,0.04481
0.07545,0.09794,0.046,0.07457
0.09781,0.09671,0.00044,0.09931
0.10748,0.09671,-1e-05,0.10991
0.10016,0.09541,0.00095,0.09789
0.10751,0.0968,0.00095,0.08961
0.09922,0.08632,0.00095,0.075
0.09794,0.046,0.0,0.06031
0.09671,0.00044,-0.00095,0.06031
0.09671,-1e-05,-0.00095,0.05979
0.09541,0.00095,0.0,0.05992
0.0968,0.00095,0.00979,0.06656
0.08632,0.00095,0.04481,0.08987
0.046,0.0,0.07457,0.08215
0.00044,-0.00095,0.09931,0.06201
-1e-05,-0.00095,0.10991,0.03949
0.00095,0.0,0.09789,0.01584
0.00095,0.00979,0.08961,0.00606
0.00095,0.04481,0.075,0.00374
0.0,0.07457,0.06031,0.0039
-0.00095,0.09931,0.06031,0.00748
-0.00095,0.10991,0.05979,0.00599
0.0,0.09789,0.05992,0.014
0.00979,0.08961,0.06656,0.04
0.04481,0.075,0.08987,0.06
0.07457,0.06031,0.08215,0.08
0.09931,0.06031,0.06201,0.10878
0.10991,0.05979,0.03949,0.10937
0.09789,0.05992,0.01584,0.0947
0.08961,0.06656,0.00606,0.10548
0.075,0.08987,0.00374,0.09715
0.06031,0.08215,0.0039,0.09715
0.06031,0.06201,0.00748,0.097
0.05979,0.03949,0.00599,0.09715
0.05992,0.01584,0.014,0.1001
0.06656,0.00606,0.04,0.0987
0.08987,0.00374,0.06,0.108
0.08215,0.0039,0.08,0.09845
0.06201,0.00748,0.10878,0.08675
0.03949,0.00599,0.10937,0.07328
0.01584,0.014,0.0947,0.06159
0.00606,0.04,0.10548,0.06138
0.00374,0.06,0.09715,0.06138
0.0039,0.08,0.09715,0.06031
0.00748,0.10878,0.097,0.05992
0.00599,0.10937,0.09715,0.05979
0.014,0.0947,0.1001,0.06018
0.04,0.10548,0.0987,0.06777
0.06,0.09715,0.108,0.0945
0.08,0.09715,0.09845,0.10911
0.10878,0.097,0.08675,0.12502
0.10937,0.09715,0.07328,0.115
0.0947,0.1001,0.06159,0.0987
0.10548,0.0987,0.06138,0.10178
0.09715,0.108,0.06138,0.09602
0.09715,0.09845,0.06031,0.09223
0.097,0.08675,0.05992,0.09495
0.09715,0.07328,0.05979,0.09625
0.1001,0.06159,0.06018,0.09625
0.0987,0.06138,0.06777,0.107
0.108,0.06138,0.0945,0.11322
0.09845,0.06031,0.10911,0.1057
0.08675,0.05992,0.12502,0.09755
0.07328,0.05979,0.115,0.09365
0.06159,0.06018,0.0987,0.075
0.06138,0.06777,0.10178,0.07138
0.06138,0.0945,0.09602,0.07018
0.06031,0.10911,0.09223,0.07
0.05992,0.12502,0.09495,0.06979
0.05979,0.115,0.09625,0.06966
0.06018,0.0987,0.09625,0.07018
0.06777,0.10178,0.107,0.08769
0.0945,0.09602,0.11322,0.10463
0.10911,0.09223,0.1057,0.11575
0.12502,0.09495,0.09755,0.12526
0.115,0.09625,0.09365,0.127
0.0987,0.09625,0.075,0.11501
0.10178,0.107,0.07138,0.10813
0.09602,0.11322,0.07018,0.1005
0.09223,0.1057,0.07,0.09637
0.09495,0.09755,0.06979,0.09608
0.09625,0.09365,0.06966,0.09618
0.09625,0.075,0.07018,0.09748
0.107,0.07138,0.08769,0.10731
0.11322,0.07018,0.10463,0.11194
0.1057,0.07,0.11575,0.10721
0.09755,0.06979,0.12526,0.09358
0.09365,0.06966,0.127,0.094
0.075,0.07018,0.11501,0.09098
0.07138,0.08769,0.10813,0.08638
0.07018,0.10463,0.1005,0.08461
0.07,0.11575,0.09637,0.083
0.06979,0.12526,0.09608,0.07921
0.06966,0.127,0.09618,0.08
0.07018,0.11501,0.09748,0.09
0.08769,0.10813,0.10731,0.10285
0.10463,0.1005,0.11194,0.12122
0.11575,0.09637,0.10721,0.13005
0.12526,0.09608,0.09358,0.13823
0.127,0.09618,0.094,0.12424
0.11501,0.09748,0.09098,0.11322
0.10813,0.10731,0.08638,0.10849
0.1005,0.11194,0.08461,0.10637
0.09637,0.10721,0.083,0.10399
0.09608,0.09358,0.07921,0.10398
0.09618,0.094,0.08,0.10398
0.09748,0.09098,0.09,0.10587
0.10731,0.08638,0.10285,0.1098
0.11194,0.08461,0.12122,0.11622
0.10721,0.083,0.13005,0.10885
0.09358,0.07921,0.13823,0.101
0.094,0.08,0.12424,0.09546
0.09098,0.09,0.11322,0.0838
0.08638,0.10285,0.10849,0.08035
0.08461,0.12122,0.10637,0.07859
0.083,0.13005,0.10399,0.07792
0.07921,0.13823,0.10398,0.075
0.08,0.12424,0.10398,0.06872
0.09,0.11322,0.10587,0.07805
0.10285,0.10849,0.1098,0.08506
0.12122,0.10637,0.11622,0.0981
0.13005,0.10399,0.10885,0.1119
0.13823,0.10398,0.101,0.12122
0.12424,0.10398,0.09546,0.11494
0.11322,0.10587,0.0838,0.10911
0.10849,0.1098,0.08035,0.1017
0.10637,0.11622,0.07859,0.09865
0.10399,0.10885,0.07792,0.10101
0.10398,0.101,0.075,0.09865
0.10398,0.09546,0.06872,0.09686
0.10587,0.0838,0.07805,0.09605
0.1098,0.08035,0.08506,0.09475
0.11622,0.07859,0.0981,0.0929
0.10885,0.07792,0.1119,0.06774
0.101,0.075,0.12122,0.05
0.09546,0.06872,0.11494,0.00996
0.0838,0.07805,0.10911,0.00296
0.08035,0.08506,0.1017,0.00044
0.07859,0.0981,0.09865,0.0
0.07792,0.1119,0.10101,-1e-05
0.075,0.12122,0.09865,0.0
0.06872,0.11494,0.09686,0.0
0.07805,0.10911,0.09605,0.0
0.08506,0.1017,0.09475,0.0019
0.0981,0.09865,0.0929,0.00615
0.1119,0.10101,0.06774,0.06005
0.12122,0.09865,0.05,0.08793
0.11494,0.09686,0.00996,0.08831
0.10911,0.09605,0.00296,0.08068
0.1017,0.09475,0.00044,0.06798
0.09865,0.0929,0.0,0.04977
0.10101,0.06774,-1e-05,0.04226
0.09865,0.05,0.0,0.04341
0.09686,0.00996,0.0,0.03535
0.09605,0.00296,0.0,0.0308
0.09475,0.00044,0.0019,0.032
0.0929,0.0,0.00615,0.03457
0.06774,-1e-05,0.06005,0.02507
0.05,0.0,0.08793,0.00049
0.00996,0.0,0.08831,0.0
0.00296,0.0,0.08068,0.0
0.00044,0.0019,0.06798,0.0
0.0,0.00615,0.04977,0.0
-1e-05,0.06005,0.04226,-3e-05
0.0,0.08793,0.04341,-1e-05
0.0,0.08831,0.03535,0.0
0.0,0.08068,0.0308,0.0
0.0019,0.06798,0.032,0.0001
0.00615,0.04977,0.03457,0.02506
0.06005,0.04226,0.02507,0.059
0.08793,0.04341,0.00049,0.095
0.08831,0.03535,0.0,0.09544
0.08068,0.0308,0.0,0.09398
0.06798,0.032,0.0,0.0945
0.04977,0.03457,0.0,0.0909
0.04226,0.02507,-3e-05,0.08
0.04341,0.00049,-1e-05,0.07798
0.03535,0.0,0.0,0.07631
0.0308,0.0,0.0,0.082
0.032,0.0,0.0001,0.09221
0.03457,0.0,0.02506,0.09611
0.02507,-3e-05,0.059,0.09481
0.00049,-1e-05,0.095,0.06337
0.0,0.0,0.09544,0.05618
0.0,0.0,0.09398,0.05499
0.0,0.0001,0.0945,0.05566
0.0,0.02506,0.0909,0.05605
-3e-05,0.059,0.08,0.05618
-1e-05,0.095,0.07798,0.05592
0.0,0.09544,0.07631,0.05579
0.0,0.09398,0.082,0.05631
0.0001,0.0945,0.09221,0.06337
0.02506,0.0909,0.09611,0.09132
0.059,0.08,0.09481,0.10655
0.095,0.07798,0.06337,0.13358
0.09544,0.07631,0.05618,0.11443
0.09398,0.082,0.05499,0.10421
0.0945,0.09221,0.05566,0.10198
0.0909,0.09611,0.05605,0.09974
0.08,0.09481,0.05618,0.09602
0.07798,0.06337,0.05592,0.09602
0.07631,0.05618,0.05579,0.09862
0.082,0.05499,0.05631,0.102
0.09221,0.05566,0.06337,0.10392
0.09611,0.05605,0.09132,0.10605
0.09481,0.05618,0.10655,0.1025
0.06337,0.05592,0.13358,0.09082
0.05618,0.05579,0.11443,0.0707
0.05499,0.05631,0.10421,0.06618
0.05566,0.06337,0.10198,0.07
0.05605,0.09132,0.09974,0.0722
0.05618,0.10655,0.09602,0.07414
0.05592,0.13358,0.09602,0.0707
0.05579,0.11443,0.09862,0.0707
0.05631,0.10421,0.102,0.08
0.06337,0.10198,0.10392,0.08432
0.09132,0.09974,0.10605,0.1
0.10655,0.09602,0.1025,0.10657
0.13358,0.09602,0.09082,0.12223
0.11443,0.09862,0.0707,0.11
0.10421,0.102,0.06618,0.10604
0.10198,0.10392,0.07,0.0945
0.09974,0.10605,0.0722,0.09974
0.09602,0.1025,0.07414,0.09602
0.09602,0.09082,0.0707,0.09602
0.09862,0.0707,0.0707,0.09862
0.102,0.06618,0.08,0.102
0.10392,0.07,0.08432,0.10392
0.10605,0.0722,0.1,0.10605
0.1025,0.07414,0.10657,0.1025
0.09082,0.0707,0.12223,0.09082
0.0707,0.0707,0.11,0.0707
0.06618,0.08,0.10604,0.06618
0.07,0.08432,0.0945,0.07
0.0722,0.1,0.09974,0.0722
0.07414,0.10657,0.09602,0.07414
0.0707,0.12223,0.09602,0.0707
0.0707,0.11,0.09862,0.0707
0.08,0.10604,0.102,0.08
0.08432,0.0945,0.10392,0.08432
0.1,0.09974,0.10605,0.1
0.10657,0.09602,0.1025,0.10657
0.12223,0.09602,0.09082,0.12223
0.11,0.09862,0.0707,0.11
0.10604,0.102,0.06618,0.10604
0.0945,0.10392,0.07,0.10198
0.09974,0.10605,0.0722,0.10471
0.09602,0.1025,0.07414,0.10431
0.09602,0.09082,0.0707,0.10471
0.09862,0.0707,0.0707,0.10498
0.102,0.06618,0.08,0.10522
0.10392,0.07,0.08432,0.1062
0.10605,0.0722,0.1,0.1101
0.1025,0.07414,0.10657,0.10601
0.09082,0.0707,0.12223,0.10288
0.0707,0.0707,0.11,0.084
0.06618,0.08,0.10604,0.07599
0.07,0.08432,0.10198,0.07529
0.0722,0.1,0.10471,0.07501
0.07414,0.10657,0.10431,0.0728
0.0707,0.12223,0.10471,0.07197
0.0707,0.11,0.10498,0.0712
0.08,0.10604,0.10522,0.0728
0.08432,0.10198,0.1062,0.076
0.1,0.10471,0.1101,0.095
0.10657,0.10431,0.10601,0.10726
0.12223,0.10471,0.10288,0.12223
